patient_id,traffic_source,device
6805,Referral,Android 9.5
6806,Organic Search,IOS 15.0
6807,Referral,Android 9.1
6808,Direct,IOS 12.4
6809,Referral,IOS 14.1
6810,Referral,IOS 13.0
6811,Organic Search,IOS 14.2
6812,Direct,IOS 12.3
6813,Referral,IOS 14.4
6814,Google Ads,Android 11.0
6815,Direct,Android 10.3
6816,Direct,Android 12.2
6817,Apple Ads,IOS 17.3
6818,Referral,Android 9.0
6819,Organic Search,Android 11.2
6820,Meta Ads,IOS 17.1
6821,Google Ads,IOS 17.5
6822,Organic Search,Android 9.0
6823,Google Ads,IOS 18.0
6824,Organic Search,IOS 15.3
6825,Organic Search,Android 8.0
6826,Direct,IOS 15.5
6827,Direct,Android 9.3
6828,Direct,Android 10.3
6829,Referral,IOS 15.4
6830,Organic Search,Android 11.4
6831,Organic Search,Android 9.0
6832,Organic Search,Android 12.1
6833,Referral,Android 10.5
6834,Referral,IOS 15.4
6835,Direct,Android 12.5
6836,Direct,Android 8.2
6837,Referral,IOS 16.3
6838,Google Ads,IOS 14.4
6839,Meta Ads,IOS 16.0
6840,Organic Search,Android 8.3
6841,Direct,Android 11.1
6842,Referral,Android 9.5
6843,Referral,IOS 18.5
6844,Direct,IOS 18.4
6845,Organic Search,Android 11.2
6846,Direct,Android 9.0
6847,Direct,IOS 12.2
6848,Direct,Android 9.5
6849,Direct,IOS 15.3
6850,Referral,Android 11.3
6851,Meta Ads,Android 8.5
6852,Organic Search,Android 10.0
6853,Referral,Android 8.5
6854,Direct,IOS 15.3
6855,Organic Search,Android 10.3
6856,Organic Search,Android 8.0
6857,Organic Search,Android 12.1
6858,Organic Search,IOS 15.2
6859,Apple Ads,IOS 16.3
6860,Organic Search,Android 10.3
6861,Organic Search,Android 11.1
6862,Apple Ads,IOS 16.1
6863,Meta Ads,IOS 13.4
6864,Referral,IOS 12.3
6865,Meta Ads,Android 12.5
6866,Referral,IOS 17.1
6867,Organic Search,IOS 14.3
6868,Direct,Android 9.3
6869,Organic Search,Android 12.1
6870,Organic Search,Android 9.2
6871,Referral,Android 8.0
6872,Organic Search,Android 11.5
6873,Referral,Android 8.0
6874,Organic Search,IOS 14.3
6875,Google Ads,Android 8.2
6876,Organic Search,IOS 18.5
6877,Meta Ads,IOS 17.4
6878,Direct,Android 10.4
6879,Referral,Android 12.5
6880,Referral,IOS 14.4
6881,Meta Ads,Android 10.4
6882,Organic Search,Android 11.1
6883,Google Ads,Android 9.5
6884,Meta Ads,Android 8.5
6885,Direct,IOS 18.4
6886,Meta Ads,Android 11.3
6887,Google Ads,Android 9.3
6888,Direct,IOS 12.3
6889,Referral,IOS 15.5
6890,Referral,Android 9.0
6891,Organic Search,Android 11.4
6892,Direct,Android 11.3
6893,Meta Ads,Android 9.1
6894,Organic Search,Android 10.4
6895,Direct,Android 11.4
6896,Apple Ads,IOS 17.1
6897,Referral,Android 9.0
6898,Apple Ads,IOS 17.1
6899,Referral,Android 12.3
6900,Organic Search,IOS 14.1
6901,Meta Ads,IOS 14.1
6902,Referral,IOS 15.3
6903,Meta Ads,IOS 17.3
6904,Apple Ads,IOS 17.1
6905,Direct,Android 11.1
6906,Direct,Android 9.3
6907,Organic Search,Android 11.2
6908,Organic Search,Android 12.2
6909,Direct,IOS 15.2
6910,Meta Ads,IOS 15.3
6911,Organic Search,Android 8.4
6912,Apple Ads,IOS 15.5
6913,Organic Search,Android 11.0
6914,Apple Ads,IOS 13.5
6915,Referral,Android 9.2
6916,Organic Search,IOS 14.0
6917,Apple Ads,IOS 17.1
6918,Organic Search,Android 10.1
6919,Apple Ads,IOS 17.2
6920,Google Ads,IOS 14.4
6921,Organic Search,IOS 15.5
6922,Google Ads,Android 9.5
6923,Direct,IOS 16.3
6924,Direct,Android 10.2
6925,Organic Search,IOS 13.0
6926,Direct,IOS 12.2
6927,Direct,Android 9.0
6928,Organic Search,IOS 17.0
6929,Direct,Android 8.1
6930,Apple Ads,IOS 12.2
6931,Organic Search,IOS 18.1
6932,Referral,Android 12.3
6933,Google Ads,IOS 13.1
6934,Google Ads,IOS 13.3
6935,Referral,Android 8.0
6936,Referral,Android 8.1
6937,Direct,Android 9.2
6938,Organic Search,IOS 17.1
6939,Referral,IOS 14.3
6940,Direct,Android 10.0
6941,Meta Ads,Android 11.2
6942,Referral,IOS 17.5
6943,Referral,Android 9.4
6944,Organic Search,IOS 18.2
6945,Direct,Android 9.2
6946,Referral,Android 12.0
6947,Direct,IOS 18.1
6948,Meta Ads,Android 10.2
6949,Apple Ads,IOS 16.5
6950,Google Ads,IOS 14.3
6951,Organic Search,Android 11.5
6952,Meta Ads,Android 8.4
6953,Direct,IOS 16.2
6954,Direct,IOS 15.4
6955,Google Ads,Android 8.4
6956,Organic Search,IOS 18.5
6957,Referral,Android 11.3
6958,Meta Ads,IOS 18.5
6959,Referral,Android 12.4
6960,Referral,IOS 17.0
6961,Direct,IOS 12.4
6962,Referral,Android 11.0
6963,Direct,IOS 17.2
6964,Referral,IOS 14.5
6965,Organic Search,IOS 14.4
6966,Google Ads,IOS 16.0
6967,Referral,Android 9.2
6968,Google Ads,Android 8.2
6969,Google Ads,IOS 13.0
6970,Google Ads,Android 11.3
6971,Direct,IOS 17.5
6972,Apple Ads,IOS 18.2
6973,Meta Ads,Android 10.1
6974,Direct,IOS 13.1
6975,Organic Search,Android 8.2
6976,Meta Ads,Android 9.4
6977,Organic Search,Android 8.5
6978,Referral,IOS 15.2
6979,Referral,IOS 18.3
6980,Direct,Android 12.3
6981,Meta Ads,IOS 16.1
6982,Meta Ads,Android 8.1
6983,Direct,Android 9.4
6984,Apple Ads,IOS 17.1
6985,Referral,IOS 12.1
6986,Referral,IOS 13.5
6987,Organic Search,Android 10.2
6988,Referral,IOS 16.3
6989,Meta Ads,Android 9.5
6990,Meta Ads,Android 12.5
6991,Referral,IOS 15.1
6992,Google Ads,Android 9.1
6993,Referral,IOS 15.5
6994,Referral,Android 12.0
6995,Google Ads,IOS 13.2
6996,Google Ads,Android 11.0
6997,Organic Search,Android 12.4
6998,Referral,Android 11.2
6999,Direct,IOS 16.1
7000,Google Ads,IOS 18.0
7001,Direct,Android 8.1
7002,Organic Search,Android 9.5
7003,Referral,Android 10.4
7004,Direct,IOS 13.2
7005,Referral,IOS 14.2
7006,Referral,Android 10.2
7007,Referral,IOS 13.4
7008,Referral,IOS 12.5
7009,Direct,Android 8.4
7010,Direct,IOS 17.2
7011,Organic Search,Android 11.3
7012,Direct,IOS 17.3
7013,Organic Search,Android 12.0
7014,Organic Search,Android 10.3
7015,Organic Search,Android 10.5
7016,Direct,IOS 14.3
7017,Organic Search,IOS 18.2
7018,Google Ads,IOS 16.3
7019,Direct,Android 9.3
7020,Direct,IOS 12.4
7021,Organic Search,IOS 15.1
7022,Referral,IOS 17.1
7023,Organic Search,IOS 15.0
7024,Referral,Android 9.2
7025,Direct,IOS 13.2
7026,Referral,IOS 12.4
7027,Direct,Android 12.3
7028,Direct,Android 11.0
7029,Google Ads,IOS 13.3
7030,Organic Search,Android 12.0
7031,Referral,IOS 13.5
7032,Direct,Android 9.4
7033,Direct,Android 11.1
7034,Meta Ads,IOS 12.2
7035,Direct,IOS 17.1
7036,Google Ads,Android 10.1
7037,Referral,Android 9.4
7038,Organic Search,Android 10.5
7039,Referral,Android 8.1
7040,Google Ads,Android 10.2
7041,Referral,IOS 15.2
7042,Organic Search,IOS 13.5
7043,Direct,Android 11.4
7044,Google Ads,IOS 14.3
7045,Referral,IOS 12.4
7046,Apple Ads,IOS 17.1
7047,Direct,IOS 12.0
7048,Google Ads,IOS 17.5
7049,Google Ads,Android 11.3
7050,Referral,IOS 16.1
7051,Direct,IOS 18.2
7052,Apple Ads,IOS 17.1
7053,Direct,Android 9.4
7054,Referral,IOS 15.1
7055,Direct,Android 11.3
7056,Referral,IOS 18.3
7057,Organic Search,Android 8.2
7058,Referral,IOS 13.1
7059,Direct,IOS 14.2
7060,Direct,Android 9.3
7061,Referral,Android 11.0
7062,Referral,IOS 12.2
7063,Referral,IOS 14.4
7064,Referral,Android 9.3
7065,Apple Ads,IOS 17.1
7066,Direct,IOS 13.0
7067,Referral,Android 12.5
7068,Referral,Android 11.1
7069,Referral,IOS 14.3
7070,Direct,IOS 18.0
7071,Direct,IOS 15.3
7072,Referral,IOS 15.4
7073,Google Ads,Android 9.0
7074,Organic Search,IOS 18.5
7075,Referral,IOS 15.1
7076,Apple Ads,IOS 18.2
7077,Referral,Android 9.2
7078,Apple Ads,IOS 17.1
7079,Organic Search,IOS 18.5
7080,Organic Search,IOS 17.4
7081,Referral,Android 8.3
7082,Organic Search,IOS 16.0
7083,Google Ads,Android 11.1
7084,Direct,IOS 18.1
7085,Apple Ads,IOS 17.1
7086,Direct,Android 11.0
7087,Direct,Android 12.0
7088,Referral,IOS 14.1
7089,Referral,IOS 12.5
7090,Google Ads,IOS 17.2
7091,Direct,IOS 13.5
7092,Organic Search,IOS 15.3
7093,Organic Search,IOS 17.5
7094,Organic Search,IOS 13.1
7095,Google Ads,Android 9.2
7096,Organic Search,IOS 13.5
7097,Organic Search,IOS 17.4
7098,Organic Search,IOS 18.5
7099,Direct,Android 10.4
7100,Referral,IOS 16.1
7101,Organic Search,Android 8.4
7102,Referral,IOS 15.3
7103,Referral,IOS 18.2
7104,Meta Ads,IOS 16.1
7105,Referral,Android 9.3
7106,Direct,IOS 14.1
7107,Apple Ads,IOS 17.1
7108,Organic Search,IOS 12.0
7109,Organic Search,Android 10.2
7110,Direct,IOS 14.2
7111,Direct,Android 11.5
7112,Direct,IOS 18.4
7113,Referral,Android 12.3
7114,Direct,IOS 12.4
7115,Direct,IOS 17.0
7116,Direct,IOS 16.4
7117,Organic Search,IOS 18.3
7118,Direct,IOS 13.2
7119,Meta Ads,Android 9.3
7120,Organic Search,IOS 12.2
7121,Organic Search,IOS 17.1
7122,Referral,IOS 12.3
7123,Organic Search,IOS 16.2
7124,Referral,Android 8.4
7125,Referral,IOS 13.1
7126,Referral,Android 10.4
7127,Direct,Android 12.2
7128,Referral,Android 9.0
7129,Referral,Android 11.5
7130,Referral,IOS 16.1
7131,Direct,Android 9.0
7132,Direct,Android 8.2
7133,Organic Search,Android 10.1
7134,Google Ads,IOS 17.0
7135,Meta Ads,Android 9.1
7136,Direct,Android 8.2
7137,Direct,Android 9.1
7138,Direct,IOS 16.5
7139,Referral,Android 8.4
7140,Google Ads,IOS 16.5
7141,Apple Ads,IOS 14.1
7142,Direct,Android 9.4
7143,Referral,IOS 17.0
7144,Referral,IOS 18.4
7145,Organic Search,IOS 13.0
7146,Direct,Android 11.2
7147,Direct,IOS 15.1
7148,Apple Ads,IOS 17.1
7149,Google Ads,Android 10.4
7150,Meta Ads,IOS 14.5
7151,Direct,IOS 12.3
7152,Organic Search,Android 8.2
7153,Google Ads,IOS 16.1
7154,Referral,IOS 12.2
7155,Direct,Android 11.5
7156,Direct,IOS 17.5
7157,Organic Search,IOS 14.2
7158,Direct,IOS 17.5
7159,Referral,Android 10.4
7160,Meta Ads,Android 12.5
7161,Apple Ads,IOS 15.0
7162,Organic Search,IOS 17.2
7163,Apple Ads,IOS 17.1
7164,Referral,Android 12.1
7165,Direct,Android 10.1
7166,Direct,Android 8.1
7167,Apple Ads,IOS 17.4
7168,Referral,Android 10.1
7169,Meta Ads,Android 9.5
7170,Organic Search,IOS 17.2
7171,Google Ads,IOS 18.3
7172,Meta Ads,Android 11.3
7173,Direct,Android 8.5
7174,Referral,IOS 15.5
7175,Google Ads,IOS 15.3
7176,Google Ads,IOS 15.0
7177,Organic Search,Android 12.3
7178,Meta Ads,Android 8.5
7179,Direct,IOS 16.2
7180,Direct,IOS 16.4
7181,Referral,IOS 17.2
7182,Direct,IOS 16.1
7183,Direct,IOS 17.5
7184,Google Ads,Android 8.2
7185,Referral,IOS 15.4
7186,Google Ads,Android 8.2
7187,Referral,Android 12.0
7188,Direct,Android 9.0
7189,Referral,IOS 15.1
7190,Referral,IOS 12.2
7191,Google Ads,IOS 14.5
7192,Direct,IOS 14.5
7193,Google Ads,Android 12.0
7194,Direct,IOS 12.5
7195,Meta Ads,IOS 16.2
7196,Direct,IOS 14.5
7197,Organic Search,Android 8.2
7198,Referral,Android 12.4
7199,Google Ads,Android 12.5
7200,Organic Search,Android 9.1
7201,Organic Search,Android 10.3
7202,Referral,IOS 14.5
7203,Organic Search,IOS 17.1
7204,Apple Ads,IOS 17.1
7205,Referral,IOS 16.5
7206,Referral,IOS 13.4
7207,Referral,Android 8.4
7208,Google Ads,Android 12.5
7209,Direct,IOS 14.3
7210,Meta Ads,Android 8.4
7211,Referral,Android 10.3
7212,Apple Ads,IOS 17.3
7213,Direct,IOS 13.2
7214,Organic Search,IOS 13.4
7215,Referral,IOS 12.1
7216,Direct,IOS 15.1
7217,Referral,IOS 17.0
7218,Direct,IOS 17.2
7219,Apple Ads,IOS 17.1
7220,Organic Search,Android 8.3
7221,Organic Search,IOS 12.4
7222,Referral,IOS 18.3
7223,Referral,IOS 17.3
7224,Meta Ads,IOS 17.4
7225,Meta Ads,IOS 18.0
7226,Meta Ads,Android 12.1
7227,Direct,Android 11.0
7228,Meta Ads,Android 11.3
7229,Referral,Android 9.5
7230,Google Ads,Android 12.1
7231,Referral,IOS 13.4
7232,Meta Ads,Android 8.3
7233,Referral,IOS 17.0
7234,Organic Search,Android 11.3
7235,Direct,Android 12.2
7236,Direct,IOS 16.3
7237,Referral,IOS 14.2
7238,Meta Ads,IOS 15.4
7239,Meta Ads,Android 9.4
7240,Apple Ads,IOS 17.5
7241,Apple Ads,IOS 17.1
7242,Apple Ads,IOS 17.5
7243,Referral,Android 8.0
7244,Meta Ads,Android 11.0
7245,Direct,Android 12.3
7246,Google Ads,IOS 15.5
7247,Organic Search,Android 8.0
7248,Organic Search,Android 11.1
7249,Organic Search,IOS 14.2
7250,Direct,IOS 13.0
7251,Referral,Android 9.1
7252,Direct,Android 9.2
7253,Meta Ads,IOS 12.1
7254,Meta Ads,Android 11.1
7255,Direct,IOS 18.1
7256,Apple Ads,IOS 17.1
7257,Apple Ads,IOS 17.1
7258,Referral,IOS 16.4
7259,Organic Search,Android 10.3
7260,Direct,IOS 18.5
7261,Direct,Android 12.4
7262,Meta Ads,Android 10.3
7263,Direct,Android 10.4
7264,Direct,IOS 17.3
7265,Organic Search,IOS 14.5
7266,Direct,IOS 18.0
7267,Organic Search,Android 11.5
7268,Google Ads,Android 9.1
7269,Referral,Android 9.1
7270,Organic Search,IOS 16.4
7271,Referral,Android 8.4
7272,Apple Ads,IOS 17.1
7273,Direct,Android 8.2
7274,Referral,IOS 17.2
7275,Referral,Android 9.2
7276,Direct,IOS 14.0
7277,Google Ads,Android 10.5
7278,Direct,IOS 12.0
7279,Organic Search,Android 10.2
7280,Referral,Android 9.4
7281,Direct,Android 8.2
7282,Organic Search,Android 12.4
7283,Referral,IOS 15.4
7284,Direct,Android 10.2
7285,Meta Ads,IOS 18.1
7286,Organic Search,IOS 18.5
7287,Google Ads,Android 12.4
7288,Direct,IOS 17.3
7289,Organic Search,Android 12.5
7290,Referral,Android 8.5
7291,Organic Search,Android 11.4
7292,Direct,Android 8.1
7293,Apple Ads,IOS 12.4
7294,Referral,Android 11.5
7295,Organic Search,IOS 18.0
7296,Direct,Android 9.4
7297,Google Ads,Android 11.2
7298,Referral,IOS 17.2
7299,Google Ads,IOS 13.0
7300,Referral,IOS 17.2
7301,Apple Ads,IOS 17.1
7302,Direct,IOS 13.5
7303,Apple Ads,IOS 17.1
7304,Referral,IOS 13.5
7305,Organic Search,IOS 18.4
7306,Referral,Android 10.4
7307,Google Ads,IOS 12.3
7308,Organic Search,Android 11.0
7309,Organic Search,IOS 18.2
7310,Direct,IOS 16.1
7311,Organic Search,IOS 12.2
7312,Organic Search,Android 11.5
7313,Organic Search,Android 9.1
7314,Direct,IOS 18.1
7315,Direct,IOS 17.1
7316,Organic Search,Android 8.2
7317,Apple Ads,IOS 17.1
7318,Referral,Android 8.4
7319,Referral,IOS 18.4
7320,Organic Search,IOS 18.1
7321,Organic Search,IOS 17.4
7322,Organic Search,Android 9.2
7323,Direct,Android 11.2
7324,Organic Search,IOS 14.5
7325,Meta Ads,Android 9.4
7326,Referral,Android 9.4
7327,Organic Search,Android 9.1
7328,Organic Search,Android 10.1
7329,Referral,IOS 18.5
7330,Referral,IOS 17.1
7331,Referral,Android 8.2
7332,Referral,IOS 18.2
7333,Direct,IOS 17.5
7334,Referral,Android 8.2
7335,Direct,Android 12.1
7336,Direct,Android 11.1
7337,Direct,IOS 12.1
7338,Direct,IOS 15.3
7339,Organic Search,IOS 17.3
7340,Direct,IOS 12.1
7341,Organic Search,Android 12.3
7342,Organic Search,Android 8.0
7343,Referral,Android 12.4
7344,Referral,Android 12.3
7345,Meta Ads,IOS 12.5
7346,Direct,IOS 16.3
7347,Referral,IOS 17.2
7348,Referral,IOS 17.3
7349,Google Ads,IOS 17.5
7350,Meta Ads,IOS 16.0
7351,Referral,Android 9.4
7352,Direct,Android 12.2
7353,Direct,Android 8.0
7354,Meta Ads,Android 10.1
7355,Referral,Android 8.3
7356,Organic Search,IOS 18.2
7357,Apple Ads,IOS 17.1
7358,Organic Search,Android 12.0
7359,Google Ads,IOS 12.3
7360,Google Ads,IOS 18.0
7361,Organic Search,Android 12.5
7362,Referral,IOS 16.3
7363,Organic Search,IOS 15.2
7364,Organic Search,IOS 17.4
7365,Meta Ads,IOS 18.4
7366,Referral,Android 11.1
7367,Referral,Android 8.1
7368,Meta Ads,Android 12.3
7369,Referral,IOS 14.5
7370,Apple Ads,IOS 16.1
7371,Organic Search,IOS 18.5
7372,Meta Ads,IOS 16.3
7373,Organic Search,Android 11.4
7374,Direct,IOS 16.0
7375,Apple Ads,IOS 17.1
7376,Organic Search,Android 9.0
7377,Meta Ads,IOS 15.3
7378,Organic Search,Android 11.2
7379,Organic Search,IOS 17.5
7380,Referral,Android 12.0
7381,Referral,Android 10.0
7382,Google Ads,IOS 14.0
7383,Direct,Android 10.4
7384,Referral,IOS 12.3
7385,Direct,Android 9.5
7386,Direct,IOS 15.2
7387,Meta Ads,IOS 14.4
7388,Referral,Android 12.1
7389,Organic Search,IOS 14.2
7390,Google Ads,Android 10.4
7391,Apple Ads,IOS 17.1
7392,Organic Search,IOS 13.0
7393,Meta Ads,IOS 14.2
7394,Direct,Android 9.3
7395,Referral,Android 10.0
7396,Organic Search,IOS 12.4
7397,Referral,Android 12.3
7398,Direct,Android 11.2
7399,Referral,Android 10.4
7400,Direct,IOS 14.3
7401,Apple Ads,IOS 14.0
7402,Organic Search,Android 8.5
7403,Referral,Android 11.2
7404,Referral,Android 12.5
7405,Google Ads,Android 9.1
7406,Direct,Android 12.0
7407,Direct,IOS 12.4
7408,Apple Ads,IOS 12.1
7409,Organic Search,Android 11.2
7410,Referral,IOS 12.5
7411,Direct,Android 12.2
7412,Google Ads,IOS 15.4
7413,Direct,Android 10.0
7414,Referral,Android 11.2
7415,Organic Search,Android 10.2
7416,Organic Search,Android 10.2
7417,Direct,Android 11.3
7418,Organic Search,Android 11.1
7419,Direct,Android 10.3
7420,Direct,IOS 16.5
7421,Meta Ads,Android 11.2
7422,Meta Ads,IOS 15.3
7423,Direct,Android 12.5
7424,Referral,IOS 13.0
7425,Google Ads,Android 9.2
7426,Organic Search,IOS 17.3
7427,Meta Ads,Android 9.0
7428,Google Ads,Android 10.4
7429,Referral,IOS 14.2
7430,Referral,IOS 15.0
7431,Direct,IOS 15.5
7432,Organic Search,IOS 16.3
7433,Direct,IOS 12.2
7434,Meta Ads,Android 9.1
7435,Direct,Android 9.5
7436,Direct,Android 9.5
7437,Meta Ads,Android 10.3
7438,Referral,Android 10.1
7439,Apple Ads,IOS 17.1
7440,Organic Search,IOS 14.2
7441,Organic Search,IOS 14.4
7442,Organic Search,Android 11.5
7443,Organic Search,Android 12.3
7444,Referral,Android 12.2
7445,Direct,IOS 15.1
7446,Referral,Android 12.0
7447,Referral,IOS 12.0
7448,Meta Ads,Android 11.0
7449,Organic Search,Android 12.1
7450,Google Ads,Android 11.3
7451,Referral,Android 10.2
7452,Referral,IOS 15.5
7453,Referral,IOS 18.4
7454,Organic Search,IOS 17.3
7455,Direct,Android 8.4
7456,Organic Search,IOS 15.4
7457,Referral,IOS 13.3
7458,Organic Search,IOS 12.4
7459,Organic Search,Android 9.1
7460,Apple Ads,IOS 15.1
7461,Apple Ads,IOS 17.1
7462,Direct,IOS 14.0
7463,Direct,Android 10.0
7464,Organic Search,Android 12.3
7465,Referral,Android 11.1
7466,Organic Search,IOS 15.4
7467,Direct,IOS 16.4
7468,Referral,Android 8.0
7469,Referral,Android 9.4
7470,Referral,IOS 17.0
7471,Direct,Android 11.0
7472,Organic Search,Android 12.3
7473,Meta Ads,IOS 12.1
7474,Organic Search,Android 8.0
7475,Referral,Android 11.2
7476,Apple Ads,IOS 17.1
7477,Direct,IOS 12.2
7478,Organic Search,IOS 12.2
7479,Google Ads,Android 10.1
7480,Organic Search,IOS 15.4
7481,Organic Search,Android 12.1
7482,Apple Ads,IOS 17.1
7483,Organic Search,IOS 18.0
7484,Organic Search,Android 11.2
7485,Referral,Android 12.4
7486,Referral,Android 8.0
7487,Direct,IOS 14.5
7488,Organic Search,Android 12.4
7489,Organic Search,Android 9.2
7490,Direct,Android 10.2
7491,Referral,IOS 15.4
7492,Referral,IOS 18.0
7493,Referral,Android 8.5
7494,Organic Search,IOS 15.5
7495,Referral,IOS 14.0
7496,Google Ads,IOS 12.2
7497,Organic Search,IOS 18.2
7498,Direct,IOS 14.2
7499,Direct,Android 8.1
7500,Direct,Android 8.0
7501,Direct,IOS 18.5
7502,Meta Ads,IOS 13.2
7503,Organic Search,Android 10.5
7504,Apple Ads,IOS 17.1
7505,Meta Ads,Android 9.5
7506,Organic Search,IOS 18.2
7507,Google Ads,IOS 18.4
7508,Apple Ads,IOS 16.3
7509,Organic Search,IOS 16.2
7510,Organic Search,Android 8.2
7511,Apple Ads,IOS 18.3
7512,Google Ads,IOS 12.3
7513,Referral,IOS 16.0
7514,Referral,Android 8.0
7515,Google Ads,Android 11.1
7516,Google Ads,IOS 15.2
7517,Meta Ads,IOS 17.1
7518,Referral,IOS 13.5
7519,Direct,IOS 14.5
7520,Apple Ads,IOS 18.2
7521,Referral,IOS 15.5
7522,Meta Ads,IOS 17.3
7523,Organic Search,Android 12.2
7524,Google Ads,IOS 17.2
7525,Direct,Android 10.3
7526,Organic Search,IOS 17.4
7527,Organic Search,IOS 14.0
7528,Google Ads,Android 12.3
7529,Direct,IOS 15.3
7530,Meta Ads,IOS 12.3
7531,Referral,IOS 15.3
7532,Organic Search,IOS 12.5
7533,Apple Ads,IOS 18.1
7534,Direct,Android 9.0
7535,Meta Ads,IOS 16.5
7536,Direct,Android 12.4
7537,Direct,Android 12.4
7538,Direct,Android 11.2
7539,Organic Search,Android 9.0
7540,Organic Search,Android 12.4
7541,Referral,IOS 12.3
7542,Apple Ads,IOS 17.1
7543,Referral,IOS 13.3
7544,Direct,Android 9.5
7545,Direct,Android 8.4
7546,Organic Search,IOS 18.3
7547,Referral,IOS 14.0
7548,Direct,Android 11.3
7549,Referral,Android 12.3
7550,Referral,Android 8.2
7551,Organic Search,Android 11.0
7552,Direct,IOS 14.2
7553,Organic Search,IOS 15.2
7554,Apple Ads,IOS 17.1
7555,Referral,IOS 12.1
7556,Direct,Android 12.4
7557,Organic Search,IOS 15.4
7558,Direct,Android 8.3
7559,Referral,IOS 16.1
7560,Referral,Android 9.3
7561,Direct,Android 11.0
7562,Organic Search,Android 12.4
7563,Direct,Android 8.1
7564,Referral,Android 11.2
7565,Referral,Android 10.0
7566,Direct,IOS 16.5
7567,Google Ads,Android 12.1
7568,Organic Search,IOS 12.0
7569,Organic Search,IOS 16.1
7570,Referral,Android 9.4
7571,Organic Search,Android 9.2
7572,Meta Ads,Android 10.5
7573,Organic Search,Android 9.1
7574,Organic Search,IOS 17.5
7575,Referral,IOS 13.2
7576,Organic Search,Android 8.3
7577,Organic Search,Android 12.5
7578,Direct,IOS 18.0
7579,Organic Search,IOS 17.5
7580,Direct,IOS 15.5
7581,Meta Ads,IOS 13.3
7582,Organic Search,Android 12.1
7583,Referral,IOS 14.3
7584,Referral,Android 8.3
7585,Direct,IOS 17.1
7586,Direct,IOS 13.3
7587,Organic Search,IOS 18.1
7588,Organic Search,IOS 17.4
7589,Referral,Android 8.4
7590,Organic Search,IOS 17.1
7591,Meta Ads,IOS 17.0
7592,Referral,Android 10.4
7593,Referral,Android 9.1
7594,Meta Ads,Android 10.2
7595,Direct,Android 12.4
7596,Apple Ads,IOS 15.5
7597,Referral,Android 12.3
7598,Organic Search,IOS 14.0
7599,Referral,Android 11.1
7600,Direct,IOS 15.2
7601,Direct,Android 8.2
7602,Organic Search,IOS 18.5
7603,Referral,Android 12.3
7604,Direct,Android 11.1
7605,Direct,IOS 12.4
7606,Apple Ads,IOS 14.2
7607,Organic Search,IOS 14.2
7608,Direct,Android 10.2
7609,Direct,IOS 14.1
7610,Apple Ads,IOS 17.1
7611,Apple Ads,IOS 17.0
7612,Direct,IOS 13.4
7613,Organic Search,IOS 13.3
7614,Google Ads,IOS 18.5
7615,Apple Ads,IOS 12.4
7616,Referral,IOS 18.4
7617,Organic Search,IOS 16.1
7618,Direct,IOS 17.1
7619,Referral,IOS 14.5
7620,Organic Search,Android 11.2
7621,Meta Ads,IOS 12.0
7622,Google Ads,Android 9.2
7623,Organic Search,Android 9.4
7624,Organic Search,Android 11.2
7625,Referral,Android 11.0
7626,Referral,Android 10.5
7627,Referral,Android 8.3
7628,Meta Ads,Android 12.1
7629,Organic Search,Android 12.1
7630,Apple Ads,IOS 13.5
7631,Direct,IOS 13.3
7632,Meta Ads,IOS 13.4
7633,Direct,Android 8.3
7634,Organic Search,Android 8.3
7635,Referral,IOS 16.5
7636,Organic Search,IOS 16.4
7637,Direct,IOS 14.1
7638,Google Ads,IOS 15.2
7639,Referral,Android 8.0
7640,Organic Search,Android 10.1
7641,Organic Search,Android 8.0
7642,Direct,Android 11.4
7643,Direct,Android 9.0
7644,Meta Ads,IOS 14.1
7645,Direct,IOS 15.4
7646,Organic Search,Android 11.1
7647,Referral,Android 8.4
7648,Referral,Android 9.1
7649,Direct,Android 8.4
7650,Meta Ads,IOS 13.0
7651,Direct,Android 10.1
7652,Apple Ads,IOS 17.1
7653,Direct,Android 11.4
7654,Apple Ads,IOS 17.1
7655,Meta Ads,Android 12.0
7656,Google Ads,Android 9.2
7657,Referral,Android 12.2
7658,Referral,IOS 12.0
7659,Referral,Android 12.4
7660,Organic Search,IOS 12.5
7661,Referral,Android 10.1
7662,Direct,Android 8.3
7663,Organic Search,Android 10.0
7664,Organic Search,IOS 16.0
7665,Organic Search,Android 11.3
7666,Organic Search,Android 10.1
7667,Referral,IOS 13.4
7668,Apple Ads,IOS 18.5
7669,Direct,IOS 12.0
7670,Organic Search,IOS 13.3
7671,Organic Search,IOS 12.2
7672,Direct,Android 9.1
7673,Direct,IOS 18.0
7674,Meta Ads,Android 8.1
7675,Referral,Android 8.5
7676,Organic Search,Android 12.1
7677,Referral,Android 8.3
7678,Direct,IOS 18.5
7679,Direct,Android 10.1
7680,Direct,Android 11.5
7681,Organic Search,Android 8.0
7682,Organic Search,Android 11.1
7683,Organic Search,Android 10.1
7684,Organic Search,Android 11.5
7685,Direct,IOS 18.3
7686,Direct,Android 11.4
7687,Apple Ads,IOS 17.1
7688,Organic Search,Android 11.3
7689,Organic Search,Android 9.3
7690,Organic Search,Android 8.1
7691,Organic Search,IOS 16.4
7692,Google Ads,Android 10.1
7693,Referral,IOS 16.0
7694,Apple Ads,IOS 17.1
7695,Meta Ads,IOS 17.3
